cluster,gene,avg_logFC,pct.1,pct.2,p_val,p_val_adj,description
2,GADD45B,-1.33450942596082,0.41,0.598,0,0,growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
2,MT2A,-1.42110211127697,0.869,0.951,0,0,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
2,MKI67,-0.488262291020627,0.389,0.635,1.98568560599032e-301,4.62605175627566e-297,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
2,ATF3,-0.480892500069127,0.189,0.434,8.64729973607505e-299,2.0145614195134e-294,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
2,KMT2E,-0.413196924572966,0.652,0.817,2.72906235509773e-294,6.35789656867119e-290,lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]
2,EID2,-0.684221620195492,0.82,0.907,9.72024911823402e-293,2.26452643707498e-288,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
2,SNAPC1,-0.767171920794743,0.492,0.634,1.17142186408887e-291,2.72906151676783e-287,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
2,TAF1D,-0.528799162457382,0.557,0.689,7.90405572341353e-273,1.84140786188365e-268,TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]
2,IL6,-0.456147303275661,0.227,0.448,6.0004512317896e-251,1.39792512347002e-246,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]
2,SPON1,0.493336200417764,0.874,0.856,1.96881752971581e-250,4.58675419897893e-246,spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]
2,CCN1,-0.502740849666451,0.736,0.866,1.28050871418774e-241,2.98320115144318e-237,cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]
2,DLX2,-0.494623350123384,0.287,0.491,3.01842418527066e-241,7.03202282442505e-237,distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]
2,CENPF,-0.484967306659004,0.701,0.856,5.87096680912602e-240,1.36775913752209e-235,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]
2,OSER1,-0.470698974353052,0.805,0.894,8.04392816313238e-238,1.87399394416495e-233,oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]
2,ARHGAP29,0.437684199913007,0.945,0.925,1.29820791247603e-237,3.0244349736954e-233,Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]
2,TNF,-0.523097470661012,0.099,0.291,2.12127125630967e-235,4.94192564582463e-231,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
2,CSRNP1,-0.420898113020906,0.341,0.532,3.68485679230848e-235,8.58461086904106e-231,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
2,MT1X,-1.2465498920564,0.75,0.859,5.62389715330894e-235,1.31019931980638e-230,metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
2,NMU,0.563881067078826,0.908,0.904,1.14125602499563e-234,2.65878416143232e-230,neuromedin U [Source:HGNC Symbol;Acc:HGNC:7859]
2,SNHG1,-0.538160991736768,0.692,0.806,1.4767169945769e-234,3.44030758226581e-230,small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]
2,ELF3,-0.56061700340484,0.862,0.931,2.18090855126442e-234,5.08086265188072e-230,E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]
2,TRA2A,-0.471820578971741,0.492,0.628,8.02096741514118e-233,1.86864477870544e-228,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
2,NR1D1,-0.422603049886657,0.216,0.427,6.71365551378079e-232,1.56408032504551e-227,nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]
2,SNHG12,-0.528692919446909,0.38,0.555,6.582103460314e-230,1.53343264314935e-225,small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
2,SNAI1,-0.429723279392072,0.109,0.296,2.74777667768453e-228,6.40149532600166e-224,snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]
2,GATA2,-0.561915120201728,0.444,0.591,1.84631960718436e-227,4.3013707888574e-223,GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]
2,CXCL1,-0.703484219677704,0.353,0.545,9.35392196936436e-227,2.17918320120281e-222,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
2,PPP1R15A,-0.550978514710361,0.51,0.621,6.79200619590061e-226,1.58233368345896e-221,protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]
2,CDH6,0.512596028946334,0.691,0.522,3.91612062051064e-222,9.12338620960364e-218,cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]
2,BRD2,-0.457127603120476,0.855,0.914,9.29174385996335e-221,2.16469756705566e-216,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
2,CP,0.510320158815,0.658,0.503,8.07567963852704e-219,1.88139108538765e-214,ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
2,IER5,-0.489088959243365,0.318,0.5,1.61616202626416e-216,3.76517267258761e-212,immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]
2,ANKRD1,-0.451378508899675,0.269,0.478,1.04838348624881e-215,2.44241900791386e-211,ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]
2,NXF1,-0.431517530022297,0.483,0.619,2.13583691686579e-215,4.97585926522224e-211,nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]
2,IER2,-0.448174517392339,0.931,0.966,1.20801937618838e-207,2.81432274070608e-203,immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]
2,SNHG8,-0.452062121025149,0.949,0.974,2.05565831889843e-207,4.78906718553768e-203,small nucleolar RNA host gene 8 [Source:HGNC Symbol;Acc:HGNC:33098]
2,DDIT3,-0.555596318814068,0.719,0.813,2.29638892505804e-200,5.34989727870772e-196,DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
2,ID2,-0.657849666178075,0.765,0.863,1.61460106036736e-192,3.76153609033783e-188,inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]
2,HIST1H4C,-0.560823193204182,0.717,0.862,2.43106363050457e-192,5.6636489399865e-188,histone cluster 1 H4 family member c [Source:HGNC Symbol;Acc:HGNC:4787]
2,SNHG17,-0.608718649384039,0.648,0.703,2.00193734676926e-181,4.66391343676833e-177,small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]
2,CCNL1,-0.443837291167661,0.501,0.607,1.36635169290997e-173,3.18318953897235e-169,cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
2,ID1,-0.594265029583001,0.993,0.997,1.19676007846428e-161,2.78809195479823e-157,inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]
2,ANKRD12,-0.408548407304365,0.788,0.876,2.44689386474714e-152,5.7005286367014e-148,ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]
2,MT1F,-0.498851186130571,0.595,0.679,1.13588601187323e-151,2.64627364186105e-147,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
2,UPK1B,0.420536124101985,0.722,0.673,5.26283985195372e-148,1.22608380030966e-143,uroplakin 1B [Source:HGNC Symbol;Acc:HGNC:12578]
2,AURKA,-0.437192485673446,0.451,0.6,1.98419825346366e-141,4.62258667109428e-137,aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]
2,IER3,-0.478351392179359,0.641,0.766,1.74276163138273e-132,4.06011177263235e-128,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
2,AL118516.1,-0.42940009236017,0.208,0.345,3.75319412899709e-130,8.74381636232453e-126,novel transcript, antisense to TBC1D22A
2,FLG,-0.588557332623378,0.291,0.451,1.35271973448725e-121,3.15143116543495e-117,filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]
2,TXNIP,-0.470723941657458,0.691,0.793,5.32091743714776e-115,1.23961413533231e-110,thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]
2,ZFAS1,-0.445423256747911,0.988,0.994,8.44297404676748e-115,1.96695966367542e-110,ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
2,EFNA1,-0.51475219166042,0.627,0.684,2.10016071358458e-105,4.892744414438e-101,ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
2,CRYAB,-0.41273842824374,0.465,0.599,9.52451078529482e-84,2.21892527765013e-79,crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]
3,CXCL1,1.34833257316278,0.786,0.468,0,0,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
3,KLF10,0.840386023901672,0.773,0.536,0,0,Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]
3,SLC30A1,0.737049388891054,0.737,0.533,0,0,solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]
3,GADD45B,0.736812942411852,0.782,0.531,0,0,growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
3,SNHG1,0.675622882617345,0.869,0.774,0,0,small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]
3,OSER1,0.674088541415133,0.926,0.872,0,0,oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]
3,RND3,0.672768721049089,0.916,0.835,0,0,Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]
3,IL6,0.621464933029745,0.588,0.382,0,0,interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]
3,SNHG15,0.61968731576642,0.899,0.811,0,0,small nucleolar RNA host gene 15 [Source:HGNC Symbol;Acc:HGNC:27797]
3,SNHG17,0.619489591547653,0.838,0.67,0,0,small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]
3,CITED2,0.612130065918804,0.849,0.706,0,0,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]
3,ATF3,0.608478153862401,0.586,0.361,0,0,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
3,CCNL1,0.567149560588995,0.77,0.559,0,0,cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
3,PPP1R15A,0.559054564045065,0.816,0.567,0,0,protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]
3,ZFAS1,0.551348905063169,0.996,0.992,0,0,ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
3,MT2A,0.542945574383179,0.96,0.933,0,0,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
3,TRA2B,0.542765269296789,0.955,0.921,0,0,transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]
3,EIF4A2,0.539984465918423,0.994,0.989,0,0,eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]
3,CSRNP1,0.536363176773978,0.699,0.467,0,0,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
3,SNHG8,0.528558855460234,0.983,0.968,0,0,small nucleolar RNA host gene 8 [Source:HGNC Symbol;Acc:HGNC:33098]
3,TRA2A,0.514794241647474,0.794,0.574,0,0,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
3,TAF1D,0.512335291181504,0.825,0.641,0,0,TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]
3,ADAMTS5,0.500089137378936,0.515,0.287,0,0,ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]
3,EIF5,0.499925279856994,0.992,0.985,0,0,eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]
3,AC095055.1,0.492908815344932,0.639,0.405,0,0,novel transcript, antisense to SH3D19
3,AC100800.1,0.48078082486691,0.397,0.163,0,0,novel transcript, antisense to PSD3
3,TNFAIP3,0.465764937296047,0.588,0.314,0,0,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
3,MYL12A,0.451492490858568,1,0.998,0,0,myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]
3,ID1,0.451407045640565,0.998,0.996,0,0,inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]
3,HES1,0.44030712006035,0.81,0.619,0,0,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
3,NUAK2,0.436567958392225,0.684,0.466,0,0,NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
3,SRSF2,0.432756312862203,0.998,0.996,0,0,serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]
3,RSRC2,0.43147953607514,0.961,0.946,0,0,arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
3,DLX2,0.426371827336743,0.655,0.424,0,0,distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]
3,CXCL3,0.425269592655893,0.316,0.081,0,0,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
3,JUNB,0.423934799747077,0.924,0.874,0,0,JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
3,SLC39A10,0.419382099798874,0.443,0.172,0,0,solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]
3,CXCL2,0.419143213937616,0.274,0.08,0,0,C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]
3,ARF4,0.418813950822957,0.98,0.965,0,0,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]
3,NEAT1,-0.820345207398657,0.996,0.998,0,0,nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]
3,MALAT1,-0.929979275773535,0.994,0.995,0,0,metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]
3,IER3,0.622051605337687,0.858,0.727,1.65984272898094e-295,3.86693560570691e-291,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
3,MT1F,0.5019102224641,0.813,0.64,1.72104538023971e-289,4.00951942234445e-285,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
3,CAV1,0.44055746436986,0.751,0.639,2.77780141580159e-283,6.47144395839298e-279,caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]
3,ELF3,0.498673611308244,0.937,0.916,1.59035085201808e-278,3.70504037994652e-274,E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]
3,EFNB2,0.45187661446675,0.874,0.808,3.7057813218625e-277,8.63335874554307e-273,ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]
3,SNAPC1,0.482199375477822,0.781,0.582,9.80673450467863e-270,2.28467493755498e-265,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
3,ANKRD1,0.530766094864796,0.613,0.415,1.39121689413783e-268,3.24111799827289e-264,ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]
3,MT1X,0.437749266805266,0.9,0.832,1.73188939044603e-266,4.03478271292211e-262,metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
3,TOP2A,-0.497617564067785,0.411,0.64,8.39164626069199e-241,1.95500182935341e-236,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
3,AURKA,-0.438964137024837,0.366,0.61,4.18477815098969e-233,9.74927765836069e-229,aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]
3,TNF,0.578725637449876,0.414,0.234,3.50555088601815e-228,8.16688189915649e-224,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
3,ADM,0.711793860769911,0.53,0.359,2.90199737272637e-214,6.76078327924062e-210,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
3,SNHG12,0.435636898101833,0.678,0.501,4.33420753441487e-206,1.00974032929263e-201,small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
3,MUC16,-0.434108562240275,0.537,0.725,4.20269912082279e-201,9.79102814178086e-197,mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]
3,RAB11FIP4,-0.479393137857011,0.343,0.536,2.45353400107761e-193,5.71599816231051e-189,RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]
3,EFNA1,0.602831539355231,0.775,0.658,6.78640839433718e-193,1.58102956362873e-188,ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
3,SERTAD1,0.560736760398998,0.655,0.527,9.02625249976502e-166,2.10284604487026e-161,SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]
3,CEBPD,0.431117456700325,0.768,0.715,4.07049925878029e-154,9.48304212318044e-150,CCAAT enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]
3,FLG,-0.609552431434302,0.317,0.442,3.05821125348692e-75,7.12471475724848e-71,filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]
4,MT2A,1.78213031595593,0.994,0.928,0,0,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
4,NFKBIA,1.7342752934651,0.991,0.892,0,0,NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
4,MT1X,1.71165915477424,0.979,0.819,0,0,metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
4,HES1,1.4201192733049,0.918,0.603,0,0,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
4,GADD45B,1.380517371316,0.87,0.518,0,0,growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
4,JUNB,1.26771378225351,0.981,0.865,0,0,JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
4,ID2,1.22481369385653,0.974,0.826,0,0,inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]
4,AL118516.1,1.17436492380107,0.688,0.263,0,0,novel transcript, antisense to TBC1D22A
4,ID1,1.13981280355207,0.999,0.996,0,0,inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]
4,HEXIM1,1.12775947664115,0.977,0.853,0,0,HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]
4,EID2,1.10701679042463,0.98,0.879,0,0,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
4,RMRP,1.07436611008232,0.282,0.098,0,0,RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]
4,IER5,1.04130952585206,0.824,0.413,0,0,immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]
4,DDIT3,0.946949890308703,0.949,0.773,0,0,DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
4,IER3,0.934441521725167,0.946,0.713,0,0,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
4,CCN1,0.908485707207007,0.966,0.825,0,0,cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]
4,JUN,0.87880785432038,0.989,0.935,0,0,Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]
