cluster	gene	avg_logFC	pct.1	pct.2	p_val	p_val_adj	description
8	SNHG1	-0.78372023361857	0.765	0.87	3.22211859522633e-121	7.60774421518889e-117	small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]
8	OSER1	-0.588103100091301	0.797	0.893	2.43016205818723e-119	5.73785563558587e-115	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]
8	KLK15	-0.50783870721993	0.163	0.453	6.15195644201404e-119	1.45253843552393e-114	kallikrein related peptidase 15 [Source:HGNC Symbol;Acc:HGNC:20453]
8	GADD45B	-1.18415618381206	0.403	0.61	6.72592268661147e-119	1.58805760553583e-114	growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]
8	MT1F	-0.831535104088438	0.577	0.731	5.0778364618606e-118	1.19892796700991e-113	metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
8	AC095055.1	-0.497072499236504	0.165	0.461	6.00880427663625e-115	1.41873877775658e-110	novel transcript, antisense to SH3D19
8	RSRC2	-0.670608449170383	0.94	0.963	7.60040056627731e-114	1.79453057770373e-109	arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
8	SLC34A2	0.422119951355966	0.783	0.539	5.57895153126294e-113	1.31724624604649e-108	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
8	EID2	-0.70313558170748	0.837	0.909	6.08737477382853e-110	1.43729005784866e-105	EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
8	UCA1	0.532910153661744	0.731	0.532	8.25902503851757e-109	1.95003840184438e-104	urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]
8	SNHG15	-0.747362535204661	0.802	0.883	1.60186525739834e-106	3.78216405924321e-102	small nucleolar RNA host gene 15 [Source:HGNC Symbol;Acc:HGNC:27797]
8	GATA2	-0.601231046511502	0.379	0.604	8.51804170210947e-103	2.01119482628507e-98	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]
8	ITPR2	0.409576119142961	0.702	0.496	6.38195418199606e-101	1.50684320191109e-96	inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]
8	CCNL1	-0.529834396913197	0.81	0.908	4.29386592701751e-95	1.01382468402811e-90	cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
8	KLF10	-0.698222360266519	0.402	0.607	5.68448677866654e-95	1.34216417331096e-90	Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]
8	TAF1D	-0.50933537401784	0.796	0.89	5.69852518924201e-95	1.34547878243193e-90	TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]
8	CSRNP1	-0.471739833354274	0.302	0.532	2.11756213967941e-91	4.99977596799705e-87	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
8	BRD2	-0.448453735285795	0.869	0.927	2.78720637768438e-91	6.58087297835059e-87	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
8	ANKRD1	-0.429190681321019	0.208	0.469	3.62035082184827e-90	8.54801032546596e-86	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]
8	PRPF38B	-0.457796719538015	0.884	0.934	6.07833230521647e-90	1.43515504058466e-85	pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]
8	PDRG1	-0.428371294169523	0.526	0.695	1.89095027506403e-89	4.46472269445368e-85	p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119]
8	NR1D1	-0.452445183098934	0.177	0.409	3.78414598019428e-85	8.93474707383672e-81	nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]
8	ZNF34	-0.466045926495391	0.181	0.41	7.52663247652995e-85	1.77711319403349e-80	zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
8	SMAD7	-0.474017598605872	0.543	0.713	1.00855798121757e-83	2.3813062494528e-79	SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]
8	HES1	-0.772018024173291	0.437	0.623	1.44430653649651e-83	3.41015216332191e-79	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
8	BRIX1	-0.411021005352597	0.961	0.969	1.50398513994493e-83	3.55105931392397e-79	biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]
8	PPP1R15A	-0.540684643751865	0.474	0.637	1.86663411439922e-83	4.407309807508e-79	protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]
8	EFNA1	-0.688542505220844	0.566	0.712	2.55232509242326e-83	6.02629477572056e-79	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
8	ZFAS1	-0.604485198555751	1	1	1.66840177291318e-82	3.93926342602532e-78	ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
8	SNAPC1	-0.636146130310911	0.503	0.658	2.63398588008667e-82	6.21910406147263e-78	small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
8	JUNB	-0.786906034190692	0.839	0.897	3.11121203031649e-82	7.34588272478027e-78	JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
8	IER3	-0.643614622321854	0.621	0.773	3.87557751655538e-81	9.15062607433891e-77	immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
8	HMGCS1	0.414485931298911	0.803	0.615	3.74790705494051e-80	8.84918334742005e-76	3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]
8	ATF3	-0.417177849227038	0.234	0.464	3.91674085031458e-76	9.24781682167776e-72	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
8	TRA2B	-0.485158893448447	0.915	0.953	1.57992066425167e-75	3.73035068036461e-71	transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]
8	CP	0.473742855915949	0.831	0.713	1.75768080112713e-74	4.15006013954126e-70	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
8	ID1	-0.633703687843895	0.996	0.998	7.07630579421785e-74	1.67078656107278e-69	inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]
8	TNFAIP3	-0.442172777419338	0.16	0.368	1.76534802276822e-73	4.16816321655805e-69	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
8	GAS5	-0.408433962645462	0.993	0.996	9.13041544797321e-70	2.15578239142095e-65	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]
8	CLK4	-0.406921167102643	0.371	0.555	1.81418723467564e-69	4.28347747979265e-65	CDC like kinase 4 [Source:HGNC Symbol;Acc:HGNC:13659]
8	ID2	-0.594414772932589	0.782	0.873	4.17899742029689e-67	9.86703080906298e-63	inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]
8	CCN1	-0.46401624756701	0.774	0.868	2.01564501508902e-65	4.75913944512669e-61	cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]
8	TRA2A	-0.425554153323077	0.546	0.675	2.78536195135691e-65	6.57651810334881e-61	transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
8	TNF	-0.512470932657828	0.081	0.262	4.09834372379275e-64	9.67659936624706e-60	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
8	SNHG12	-0.430391890239249	0.482	0.632	4.46351434354994e-64	1.05388037165558e-59	small nucleolar RNA host gene 12 [Source:HGNC Symbol;Acc:HGNC:30062]
8	ADM	-0.57121641915418	0.204	0.405	1.62827717478045e-63	3.84452523737411e-59	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
8	IER2	-0.410561919607199	0.957	0.974	2.09301910786796e-59	4.94182741558704e-55	immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]
8	CA2	0.625892256893914	0.349	0.212	6.75495328918533e-50	1.59491202110955e-45	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]
8	SLC30A1	-0.436351646777111	0.488	0.603	5.94150038220878e-44	1.40284765524331e-39	solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]
8	ELF3	-0.406368449997812	0.94	0.952	5.46519093147025e-34	1.29038623082944e-29	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]
8	AL627171.2	-0.452676213146682	0.499	0.597	4.32450920937401e-32	1.0210598694253e-27	novel transcript
8	PLCG2	-0.922474685188165	0.444	0.532	9.38139224571844e-25	2.21504052313658e-20	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
